Date_Time	Primary Gas Concentration	Primary Gas Concentration Estado	PGA Gain	PGA Gain Estado	SO2 Reference Gain Pot	SO2 Reference Gain Pot Estado	SO2 Signal Gain Pot	SO2 Signal Gain Pot Estado	Instrument Gain	Instrument Gain Estado	Lamp Current	Lamp Current Estado	High Voltage	High Voltage Estado	Gas Pressure	Gas Pressure Estado	Chassis Temperature	Chassis Temperature Estado	Instrument Status	Instrument Status Estado	Instrument State	Instrument State Estado	Instrument Units	Instrument Units Estado	
15/02/2018	02:24:00	50	2.9412518	49	128	44	81	45	123	56	18.334488	64	35.122681	67	710.83447	72	480.01373	77	38.84375	83	0	110	1	116	4
15/02/2018	02:25:00	50	2.7387247	49	128	44	81	45	123	56	18.334488	64	34.939575	67	710.83447	72	479.98889	77	39.25	83	0	110	1	116	4
15/02/2018	02:26:00	50	3.2013416	49	128	44	81	45	123	56	18.334488	64	34.997559	67	710.83447	72	479.95807	77	39.25	83	0	110	1	116	4
15/02/2018	02:27:00	50	2.8269539	49	128	44	81	45	123	56	18.334488	64	35.159302	67	710.83447	72	479.93506	77	39.1875	83	0	110	1	116	4
15/02/2018	02:28:00	50	3.0327578	49	128	44	81	45	123	56	18.334488	64	35.040283	67	710.83447	72	479.98468	77	39	83	0	110	1	116	4
15/02/2018	02:29:00	50	3.1957397	49	128	44	81	45	123	56	18.334488	64	34.924316	67	710.83447	72	480.01025	77	39.0625	83	0	110	1	116	4
15/02/2018	02:30:00	50	2.8959136	49	128	44	81	45	123	56	18.334488	64	35.073853	67	710.83447	72	479.99469	77	39.0625	83	0	110	1	116	4
15/02/2018	02:31:00	50	2.9859681	49	128	44	81	45	123	56	18.334488	64	35.147095	67	710.83447	72	479.96918	77	39.28125	83	0	110	1	116	4
15/02/2018	02:32:00	50	2.3162289	49	128	44	81	45	123	56	18.334488	64	34.967041	67	710.83447	72	479.92212	77	38.8125	83	0	110	1	116	4
15/02/2018	02:33:00	50	1.8800821	49	128	44	81	45	123	56	18.334488	64	34.976196	67	710.83447	72	479.9248	77	38.78125	83	0	110	1	116	4
15/02/2018	02:34:00	50	1.8928668	49	128	44	81	45	123	56	18.334488	64	35.147095	67	710.83447	72	479.93872	77	39	83	0	110	1	116	4
15/02/2018	02:35:00	50	2.4289756	49	128	44	81	45	123	56	18.334488	64	35.067749	67	710.83447	72	479.94708	77	39.3125	83	0	110	1	116	4
